Время,Координата,Плотность,Сера
666.524,66.6667,0,0
666.524,88.8889,0,0
666.524,111.111,0,0
666.524,133.333,0,0
666.524,155.556,0,0
666.524,177.778,0,0
666.524,200,0,0
671.568,0,0,0
671.568,22.2222,0,0
671.568,44.4444,0,0
671.568,66.6667,0,0
671.568,88.8889,0,0
671.568,111.111,0,0
671.568,133.333,0,0
671.568,155.556,0,0
671.568,177.778,0,0
671.568,200,0,0
676.612,0,0,0
676.612,22.2222,0,0
676.612,44.4444,0,0
676.612,66.6667,0,0
676.612,88.8889,0,0
676.612,111.111,0,0
676.612,133.333,0,0
676.612,155.556,0,0
676.612,177.778,0,0
676.612,200,0,0
681.656,0,0,0
681.656,22.2222,0,0
681.656,44.4444,0,0
681.656,66.6667,0,0
681.656,88.8889,0,0
681.656,111.111,0,0
681.656,133.333,0,0
681.656,155.556,0,0
681.656,177.778,0,0
681.656,200,0,0
686.7,0,0,0
686.7,22.2222,0,0
686.7,44.4444,0,0
686.7,66.6667,0,0
686.7,88.8889,0,0
686.7,111.111,0,0
686.7,133.333,0,0
686.7,155.556,0,0
686.7,177.778,0,0
686.7,200,0,0
691.744,0,0,0
691.744,22.2222,0,0
691.744,44.4444,0,0
691.744,66.6667,0,0
691.744,88.8889,0,0
691.744,111.111,0,0
691.744,133.333,0,0
691.744,155.556,0,0
691.744,177.778,0,0
691.744,200,0,0
696.788,0,0,0
696.788,22.2222,0,0
696.788,44.4444,0,0
696.788,66.6667,0,0
696.788,88.8889,0,0
696.788,111.111,0,0
696.788,133.333,0,0
696.788,155.556,0,0
696.788,177.778,0,0
696.788,200,0,0
