Время,Координата,Сера
2025.89,30.303,202
2025.89,45.4545,202
2025.89,60.6061,202
2025.89,75.7576,202
2025.89,90.9091,202
2025.89,106.061,202
2025.89,121.212,202
2025.89,136.364,202
2025.89,151.515,202
2025.89,166.667,202
2025.89,181.818,202
2025.89,196.97,202
2025.89,212.121,202
2025.89,227.273,202
2025.89,242.424,202
2025.89,257.576,314
2025.89,272.727,314
2025.89,287.879,314
2025.89,303.03,314
2025.89,318.182,314
2025.89,333.333,314
2025.89,348.485,314
2025.89,363.636,314
2025.89,378.788,314
2025.89,393.939,314
2025.89,409.091,314
2025.89,424.242,314
2025.89,439.394,314
2025.89,454.545,314
2025.89,469.697,314
2025.89,484.848,314
2025.89,500,314
2025.89,515.152,314
2025.89,530.303,314
2025.89,545.455,314
2025.89,560.606,314
2025.89,575.758,314
2025.89,590.909,314
2025.89,606.061,314
2025.89,621.212,314
2025.89,636.364,314
2025.89,651.515,314
2025.89,666.667,314
2025.89,681.818,314
2025.89,696.97,314
2025.89,712.121,314
2025.89,727.273,314
2025.89,742.424,314
2025.89,757.576,314
2025.89,772.727,314
2025.89,787.879,314
2025.89,803.03,314
2025.89,818.182,314
2025.89,833.333,314
2025.89,848.485,314
2025.89,863.636,306
2025.89,878.788,306
2025.89,893.939,306
2025.89,909.091,306
2025.89,924.242,306
2025.89,939.394,306
2025.89,954.545,306
2025.89,969.697,306
2025.89,984.848,306
2025.89,1000,306
2025.89,1015.15,306
2025.89,1030.3,306
2025.89,1045.45,306
2025.89,1060.61,306
2025.89,1075.76,306
2025.89,1090.91,306
2025.89,1106.06,306
2025.89,1121.21,306
2025.89,1136.36,306
2025.89,1151.52,306
2025.89,1166.67,306
2025.89,1181.82,306
2025.89,1196.97,306
2025.89,1212.12,306
2025.89,1227.27,306
2025.89,1242.42,306
2025.89,1257.58,306
2025.89,1272.73,306
2025.89,1287.88,306
2025.89,1303.03,306
2025.89,1318.18,306
2025.89,1333.33,306
2025.89,1348.48,306
2025.89,1363.64,306
2025.89,1378.79,306
2025.89,1393.94,306
2025.89,1409.09,306
2025.89,1424.24,306
2025.89,1439.39,306
2025.89,1454.55,306
2025.89,1469.7,306
2025.89,1484.85,306
2025.89,1500,306
2036.55,0,202
2036.55,15.1515,202
2036.55,30.303,202
2036.55,45.4545,202
2036.55,60.6061,202
2036.55,75.7576,202
2036.55,90.9091,202
2036.55,106.061,202
2036.55,121.212,202
2036.55,136.364,202
2036.55,151.515,202
2036.55,166.667,202
2036.55,181.818,202
2036.55,196.97,202
2036.55,212.121,202
2036.55,227.273,202
2036.55,242.424,202
2036.55,257.576,202
2036.55,272.727,314
2036.55,287.879,314
2036.55,303.03,314
2036.55,318.182,314
2036.55,333.333,314
2036.55,348.485,314
2036.55,363.636,314
2036.55,378.788,314
2036.55,393.939,314
2036.55,409.091,314
2036.55,424.242,314
2036.55,439.394,314
2036.55,454.545,314
2036.55,469.697,314
2036.55,484.848,314
2036.55,500,314
2036.55,515.152,314
2036.55,530.303,314
2036.55,545.455,314
2036.55,560.606,314
2036.55,575.758,314
2036.55,590.909,314
2036.55,606.061,314
2036.55,621.212,314
2036.55,636.364,314
2036.55,651.515,314
2036.55,666.667,314
2036.55,681.818,314
2036.55,696.97,314
2036.55,712.121,314
2036.55,727.273,314
2036.55,742.424,314
2036.55,757.576,314
2036.55,772.727,314
2036.55,787.879,314
2036.55,803.03,314
2036.55,818.182,314
2036.55,833.333,314
2036.55,848.485,314
2036.55,863.636,314
2036.55,878.788,306
2036.55,893.939,306
2036.55,909.091,306
2036.55,924.242,306
2036.55,939.394,306
2036.55,954.545,306
2036.55,969.697,306
2036.55,984.848,306
2036.55,1000,306
2036.55,1015.15,306
2036.55,1030.3,306
2036.55,1045.45,306
2036.55,1060.61,306
2036.55,1075.76,306
2036.55,1090.91,306
2036.55,1106.06,306
2036.55,1121.21,306
2036.55,1136.36,306
2036.55,1151.52,306
2036.55,1166.67,306
2036.55,1181.82,306
2036.55,1196.97,306
2036.55,1212.12,306
2036.55,1227.27,306
2036.55,1242.42,306
2036.55,1257.58,306
2036.55,1272.73,306
2036.55,1287.88,306
2036.55,1303.03,306
2036.55,1318.18,306
2036.55,1333.33,306
2036.55,1348.48,306
2036.55,1363.64,306
2036.55,1378.79,306
2036.55,1393.94,306
2036.55,1409.09,306
2036.55,1424.24,306
2036.55,1439.39,306
2036.55,1454.55,306
2036.55,1469.7,306
2036.55,1484.85,306
2036.55,1500,306
2047.21,0,202
2047.21,15.1515,202
2047.21,30.303,202
2047.21,45.4545,202
2047.21,60.6061,202
2047.21,75.7576,202
2047.21,90.9091,202
2047.21,106.061,202
2047.21,121.212,202
2047.21,136.364,202
2047.21,151.515,202
2047.21,166.667,202
2047.21,181.818,202
2047.21,196.97,202
2047.21,212.121,202
2047.21,227.273,202
2047.21,242.424,202
2047.21,257.576,202
2047.21,272.727,202
2047.21,287.879,314
2047.21,303.03,314
2047.21,318.182,314
2047.21,333.333,314
2047.21,348.485,314
2047.21,363.636,314
2047.21,378.788,314
2047.21,393.939,314
2047.21,409.091,314
2047.21,424.242,314
2047.21,439.394,314
2047.21,454.545,314
2047.21,469.697,314
2047.21,484.848,314
2047.21,500,314
2047.21,515.152,314
2047.21,530.303,314
2047.21,545.455,314
2047.21,560.606,314
2047.21,575.758,314
2047.21,590.909,314
2047.21,606.061,314
2047.21,621.212,314
2047.21,636.364,314
2047.21,651.515,314
2047.21,666.667,314
2047.21,681.818,314
2047.21,696.97,314
2047.21,712.121,314
2047.21,727.273,314
2047.21,742.424,314
2047.21,757.576,314
2047.21,772.727,314
2047.21,787.879,314
2047.21,803.03,314
2047.21,818.182,314
2047.21,833.333,314
2047.21,848.485,314
2047.21,863.636,314
2047.21,878.788,314
2047.21,893.939,306
2047.21,909.091,306
2047.21,924.242,306
2047.21,939.394,306
2047.21,954.545,306
2047.21,969.697,306
2047.21,984.848,306
2047.21,1000,306
2047.21,1015.15,306
2047.21,1030.3,306
2047.21,1045.45,306
2047.21,1060.61,306
2047.21,1075.76,306
2047.21,1090.91,306
2047.21,1106.06,306
2047.21,1121.21,306
2047.21,1136.36,306
2047.21,1151.52,306
2047.21,1166.67,306
2047.21,1181.82,306
2047.21,1196.97,306
2047.21,1212.12,306
2047.21,1227.27,306
2047.21,1242.42,306
2047.21,1257.58,306
2047.21,1272.73,306
2047.21,1287.88,306
2047.21,1303.03,306
2047.21,1318.18,306
2047.21,1333.33,306
2047.21,1348.48,306
2047.21,1363.64,306
2047.21,1378.79,306
2047.21,1393.94,306
2047.21,1409.09,306
2047.21,1424.24,306
2047.21,1439.39,306
2047.21,1454.55,306
2047.21,1469.7,306
2047.21,1484.85,306
2047.21,1500,306
2057.87,0,202
2057.87,15.1515,202
2057.87,30.303,202
2057.87,45.4545,202
2057.87,60.6061,202
2057.87,75.7576,202
2057.87,90.9091,202
2057.87,106.061,202
2057.87,121.212,202
2057.87,136.364,202
2057.87,151.515,202
2057.87,166.667,202
2057.87,181.818,202
2057.87,196.97,202
2057.87,212.121,202
2057.87,227.273,202
2057.87,242.424,202
2057.87,257.576,202
2057.87,272.727,202
2057.87,287.879,202
2057.87,303.03,314
2057.87,318.182,314
2057.87,333.333,314
2057.87,348.485,314
2057.87,363.636,314
2057.87,378.788,314
2057.87,393.939,314
2057.87,409.091,314
2057.87,424.242,314
2057.87,439.394,314
2057.87,454.545,314
2057.87,469.697,314
2057.87,484.848,314
2057.87,500,314
2057.87,515.152,314
2057.87,530.303,314
2057.87,545.455,314
2057.87,560.606,314
2057.87,575.758,314
2057.87,590.909,314
2057.87,606.061,314
2057.87,621.212,314
2057.87,636.364,314
2057.87,651.515,314
2057.87,666.667,314
2057.87,681.818,314
2057.87,696.97,314
2057.87,712.121,314
2057.87,727.273,314
2057.87,742.424,314
2057.87,757.576,314
2057.87,772.727,314
2057.87,787.879,314
2057.87,803.03,314
2057.87,818.182,314
2057.87,833.333,314
2057.87,848.485,314
2057.87,863.636,314
2057.87,878.788,314
2057.87,893.939,314
2057.87,909.091,306
2057.87,924.242,306
2057.87,939.394,306
2057.87,954.545,306
2057.87,969.697,306
2057.87,984.848,306
2057.87,1000,306
2057.87,1015.15,306
2057.87,1030.3,306
2057.87,1045.45,306
2057.87,1060.61,306
2057.87,1075.76,306
2057.87,1090.91,306
2057.87,1106.06,306
2057.87,1121.21,306
2057.87,1136.36,306
2057.87,1151.52,306
2057.87,1166.67,306
2057.87,1181.82,306
2057.87,1196.97,306
2057.87,1212.12,306
2057.87,1227.27,306
2057.87,1242.42,306
2057.87,1257.58,306
2057.87,1272.73,306
2057.87,1287.88,306
2057.87,1303.03,306
2057.87,1318.18,306
2057.87,1333.33,306
2057.87,1348.48,306
2057.87,1363.64,306
2057.87,1378.79,306
2057.87,1393.94,306
2057.87,1409.09,306
2057.87,1424.24,306
2057.87,1439.39,306
2057.87,1454.55,306
2057.87,1469.7,306
2057.87,1484.85,306
2057.87,1500,306
2068.54,0,202
2068.54,15.1515,202
2068.54,30.303,202
2068.54,45.4545,202
2068.54,60.6061,202
2068.54,75.7576,202
2068.54,90.9091,202
2068.54,106.061,202
2068.54,121.212,202
2068.54,136.364,202
2068.54,151.515,202
2068.54,166.667,202
2068.54,181.818,202
2068.54,196.97,202
2068.54,212.121,202
2068.54,227.273,202
2068.54,242.424,202
2068.54,257.576,202
2068.54,272.727,202
2068.54,287.879,202
2068.54,303.03,202
2068.54,318.182,314
2068.54,333.333,314
2068.54,348.485,314
2068.54,363.636,314
2068.54,378.788,314
2068.54,393.939,314
2068.54,409.091,314
2068.54,424.242,314
2068.54,439.394,314
2068.54,454.545,314
2068.54,469.697,314
2068.54,484.848,314
2068.54,500,314
2068.54,515.152,314
2068.54,530.303,314
2068.54,545.455,314
2068.54,560.606,314
2068.54,575.758,314
2068.54,590.909,314
2068.54,606.061,314
2068.54,621.212,314
2068.54,636.364,314
2068.54,651.515,314
2068.54,666.667,314
2068.54,681.818,314
2068.54,696.97,314
2068.54,712.121,314
2068.54,727.273,314
2068.54,742.424,314
2068.54,757.576,314
2068.54,772.727,314
2068.54,787.879,314
2068.54,803.03,314
2068.54,818.182,314
2068.54,833.333,314
2068.54,848.485,314
2068.54,863.636,314
2068.54,878.788,314
2068.54,893.939,314
2068.54,909.091,314
2068.54,924.242,306
2068.54,939.394,306
2068.54,954.545,306
2068.54,969.697,306
2068.54,984.848,306
2068.54,1000,306
2068.54,1015.15,306
2068.54,1030.3,306
2068.54,1045.45,306
2068.54,1060.61,306
2068.54,1075.76,306
2068.54,1090.91,306
2068.54,1106.06,306
2068.54,1121.21,306
2068.54,1136.36,306
2068.54,1151.52,306
2068.54,1166.67,306
2068.54,1181.82,306
2068.54,1196.97,306
2068.54,1212.12,306
2068.54,1227.27,306
2068.54,1242.42,306
2068.54,1257.58,306
2068.54,1272.73,306
2068.54,1287.88,306
2068.54,1303.03,306
2068.54,1318.18,306
2068.54,1333.33,306
2068.54,1348.48,306
2068.54,1363.64,306
2068.54,1378.79,306
2068.54,1393.94,306
2068.54,1409.09,306
2068.54,1424.24,306
2068.54,1439.39,306
2068.54,1454.55,306
2068.54,1469.7,306
2068.54,1484.85,306
2068.54,1500,306
2079.2,0,202
2079.2,15.1515,202
2079.2,30.303,202
2079.2,45.4545,202
2079.2,60.6061,202
2079.2,75.7576,202
2079.2,90.9091,202
2079.2,106.061,202
2079.2,121.212,202
2079.2,136.364,202
2079.2,151.515,202
2079.2,166.667,202
2079.2,181.818,202
2079.2,196.97,202
2079.2,212.121,202
2079.2,227.273,202
2079.2,242.424,202
2079.2,257.576,202
2079.2,272.727,202
2079.2,287.879,202
2079.2,303.03,202
2079.2,318.182,202
2079.2,333.333,314
2079.2,348.485,314
2079.2,363.636,314
2079.2,378.788,314
2079.2,393.939,314
2079.2,409.091,314
2079.2,424.242,314
2079.2,439.394,314
2079.2,454.545,314
2079.2,469.697,314
2079.2,484.848,314
2079.2,500,314
2079.2,515.152,314
2079.2,530.303,314
2079.2,545.455,314
2079.2,560.606,314
2079.2,575.758,314
2079.2,590.909,314
2079.2,606.061,314
2079.2,621.212,314
2079.2,636.364,314
2079.2,651.515,314
2079.2,666.667,314
2079.2,681.818,314
2079.2,696.97,314
2079.2,712.121,314
2079.2,727.273,314
2079.2,742.424,314
2079.2,757.576,314
2079.2,772.727,314
2079.2,787.879,314
2079.2,803.03,314
2079.2,818.182,314
2079.2,833.333,314
2079.2,848.485,314
2079.2,863.636,314
2079.2,878.788,314
2079.2,893.939,314
2079.2,909.091,314
2079.2,924.242,314
2079.2,939.394,306
2079.2,954.545,306
2079.2,969.697,306
2079.2,984.848,306
2079.2,1000,306
2079.2,1015.15,306
2079.2,1030.3,306
2079.2,1045.45,306
2079.2,1060.61,306
2079.2,1075.76,306
2079.2,1090.91,306
2079.2,1106.06,306
2079.2,1121.21,306
2079.2,1136.36,306
2079.2,1151.52,306
2079.2,1166.67,306
2079.2,1181.82,306
2079.2,1196.97,306
2079.2,1212.12,306
2079.2,1227.27,306
2079.2,1242.42,306
2079.2,1257.58,306
2079.2,1272.73,306
2079.2,1287.88,306
2079.2,1303.03,306
2079.2,1318.18,306
2079.2,1333.33,306
2079.2,1348.48,306
2079.2,1363.64,306
2079.2,1378.79,306
2079.2,1393.94,306
2079.2,1409.09,306
2079.2,1424.24,306
2079.2,1439.39,306
2079.2,1454.55,306
2079.2,1469.7,306
2079.2,1484.85,306
2079.2,1500,306
2089.86,0,202
2089.86,15.1515,202
2089.86,30.303,202
2089.86,45.4545,202
2089.86,60.6061,202
2089.86,75.7576,202
2089.86,90.9091,202
2089.86,106.061,202
2089.86,121.212,202
2089.86,136.364,202
2089.86,151.515,202
2089.86,166.667,202
2089.86,181.818,202
2089.86,196.97,202
2089.86,212.121,202
2089.86,227.273,202
2089.86,242.424,202
2089.86,257.576,202
2089.86,272.727,202
2089.86,287.879,202
2089.86,303.03,202
2089.86,318.182,202
2089.86,333.333,202
2089.86,348.485,314
2089.86,363.636,314
2089.86,378.788,314
2089.86,393.939,314
2089.86,409.091,314
2089.86,424.242,314
2089.86,439.394,314
2089.86,454.545,314
2089.86,469.697,314
2089.86,484.848,314
2089.86,500,314
2089.86,515.152,314
2089.86,530.303,314
2089.86,545.455,314
2089.86,560.606,314
2089.86,575.758,314
2089.86,590.909,314
2089.86,606.061,314
2089.86,621.212,314
2089.86,636.364,314
2089.86,651.515,314
2089.86,666.667,314
2089.86,681.818,314
2089.86,696.97,314
2089.86,712.121,314
2089.86,727.273,314
2089.86,742.424,314
2089.86,757.576,314
2089.86,772.727,314
2089.86,787.879,314
2089.86,803.03,314
2089.86,818.182,314
2089.86,833.333,314
2089.86,848.485,314
2089.86,863.636,314
2089.86,878.788,314
2089.86,893.939,314
2089.86,909.091,314
2089.86,924.242,314
2089.86,939.394,314
2089.86,954.545,306
2089.86,969.697,306
2089.86,984.848,306
2089.86,1000,306
2089.86,1015.15,306
2089.86,1030.3,306
2089.86,1045.45,306
2089.86,1060.61,306
2089.86,1075.76,306
2089.86,1090.91,306
2089.86,1106.06,306
2089.86,1121.21,306
2089.86,1136.36,306
2089.86,1151.52,306
2089.86,1166.67,306
2089.86,1181.82,306
2089.86,1196.97,306
2089.86,1212.12,306
2089.86,1227.27,306
2089.86,1242.42,306
2089.86,1257.58,306
2089.86,1272.73,306
2089.86,1287.88,306
2089.86,1303.03,306
2089.86,1318.18,306
2089.86,1333.33,306
2089.86,1348.48,306
2089.86,1363.64,306
2089.86,1378.79,306
2089.86,1393.94,306
2089.86,1409.09,306
2089.86,1424.24,306
2089.86,1439.39,306
2089.86,1454.55,306
2089.86,1469.7,306
2089.86,1484.85,306
2089.86,1500,306
2100.52,0,202
2100.52,15.1515,202
2100.52,30.303,202
2100.52,45.4545,202
2100.52,60.6061,202
2100.52,75.7576,202
2100.52,90.9091,202
2100.52,106.061,202
2100.52,121.212,202
2100.52,136.364,202
2100.52,151.515,202
2100.52,166.667,202
2100.52,181.818,202
2100.52,196.97,202
2100.52,212.121,202
2100.52,227.273,202
2100.52,242.424,202
2100.52,257.576,202
2100.52,272.727,202
2100.52,287.879,202
2100.52,303.03,202
2100.52,318.182,202
2100.52,333.333,202
2100.52,348.485,202
2100.52,363.636,314
2100.52,378.788,314
2100.52,393.939,314
2100.52,409.091,314
2100.52,424.242,314
2100.52,439.394,314
2100.52,454.545,314
2100.52,469.697,314
2100.52,484.848,314
2100.52,500,314
2100.52,515.152,314
2100.52,530.303,314
2100.52,545.455,314
2100.52,560.606,314
2100.52,575.758,314
2100.52,590.909,314
2100.52,606.061,314
2100.52,621.212,314
2100.52,636.364,314
2100.52,651.515,314
2100.52,666.667,314
2100.52,681.818,314
2100.52,696.97,314
2100.52,712.121,314
2100.52,727.273,314
2100.52,742.424,314
2100.52,757.576,314
2100.52,772.727,314
2100.52,787.879,314
2100.52,803.03,314
2100.52,818.182,314
2100.52,833.333,314
2100.52,848.485,314
2100.52,863.636,314
2100.52,878.788,314
2100.52,893.939,314
2100.52,909.091,314
2100.52,924.242,314
2100.52,939.394,314
2100.52,954.545,314
2100.52,969.697,306
2100.52,984.848,306
2100.52,1000,306
2100.52,1015.15,306
2100.52,1030.3,306
2100.52,1045.45,306
2100.52,1060.61,306
2100.52,1075.76,306
2100.52,1090.91,306
2100.52,1106.06,306
2100.52,1121.21,306
2100.52,1136.36,306
2100.52,1151.52,306
2100.52,1166.67,306
2100.52,1181.82,306
2100.52,1196.97,306
2100.52,1212.12,306
2100.52,1227.27,306
2100.52,1242.42,306
2100.52,1257.58,306
2100.52,1272.73,306
2100.52,1287.88,306
2100.52,1303.03,306
2100.52,1318.18,306
2100.52,1333.33,306
2100.52,1348.48,306
2100.52,1363.64,306
2100.52,1378.79,306
2100.52,1393.94,306
2100.52,1409.09,306
2100.52,1424.24,306
2100.52,1439.39,306
2100.52,1454.55,306
2100.52,1469.7,306
2100.52,1484.85,306
2100.52,1500,306
2111.19,0,202
2111.19,15.1515,202
2111.19,30.303,202
2111.19,45.4545,202
2111.19,60.6061,202
2111.19,75.7576,202
2111.19,90.9091,202
2111.19,106.061,202
2111.19,121.212,202
2111.19,136.364,202
2111.19,151.515,202
2111.19,166.667,202
2111.19,181.818,202
2111.19,196.97,202
2111.19,212.121,202
2111.19,227.273,202
2111.19,242.424,202
2111.19,257.576,202
2111.19,272.727,202
2111.19,287.879,202
2111.19,303.03,202
2111.19,318.182,202
2111.19,333.333,202
2111.19,348.485,202
2111.19,363.636,202
2111.19,378.788,314
2111.19,393.939,314
2111.19,409.091,314
2111.19,424.242,314
2111.19,439.394,314
2111.19,454.545,314
2111.19,469.697,314
2111.19,484.848,314
2111.19,500,314
2111.19,515.152,314
2111.19,530.303,314
2111.19,545.455,314
2111.19,560.606,314
2111.19,575.758,314
2111.19,590.909,314
2111.19,606.061,314
2111.19,621.212,314
2111.19,636.364,314
2111.19,651.515,314
2111.19,666.667,314
2111.19,681.818,314
2111.19,696.97,314
2111.19,712.121,314
2111.19,727.273,314
2111.19,742.424,314
2111.19,757.576,314
2111.19,772.727,314
2111.19,787.879,314
2111.19,803.03,314
2111.19,818.182,314
2111.19,833.333,314
2111.19,848.485,314
2111.19,863.636,314
2111.19,878.788,314
2111.19,893.939,314
2111.19,909.091,314
2111.19,924.242,314
2111.19,939.394,314
2111.19,954.545,314
2111.19,969.697,314
2111.19,984.848,306
2111.19,1000,306
2111.19,1015.15,306
2111.19,1030.3,306
2111.19,1045.45,306
2111.19,1060.61,306
2111.19,1075.76,306
2111.19,1090.91,306
2111.19,1106.06,306
2111.19,1121.21,306
2111.19,1136.36,306
2111.19,1151.52,306
2111.19,1166.67,306
2111.19,1181.82,306
2111.19,1196.97,306
2111.19,1212.12,306
2111.19,1227.27,306
2111.19,1242.42,306
2111.19,1257.58,306
2111.19,1272.73,306
2111.19,1287.88,306
2111.19,1303.03,306
2111.19,1318.18,306
2111.19,1333.33,306
2111.19,1348.48,306
2111.19,1363.64,306
2111.19,1378.79,306
2111.19,1393.94,306
2111.19,1409.09,306
2111.19,1424.24,306
2111.19,1439.39,306
2111.19,1454.55,306
2111.19,1469.7,306
2111.19,1484.85,306
2111.19,1500,306
2121.85,0,202
2121.85,15.1515,202
2121.85,30.303,202
2121.85,45.4545,202
2121.85,60.6061,202
2121.85,75.7576,202
2121.85,90.9091,202
2121.85,106.061,202
2121.85,121.212,202
2121.85,136.364,202
2121.85,151.515,202
2121.85,166.667,202
2121.85,181.818,202
2121.85,196.97,202
2121.85,212.121,202
2121.85,227.273,202
2121.85,242.424,202
2121.85,257.576,202
2121.85,272.727,202
2121.85,287.879,202
2121.85,303.03,202
2121.85,318.182,202
2121.85,333.333,202
2121.85,348.485,202
2121.85,363.636,202
2121.85,378.788,202
2121.85,393.939,314
2121.85,409.091,314
2121.85,424.242,314
2121.85,439.394,314
2121.85,454.545,314
2121.85,469.697,314
2121.85,484.848,314
2121.85,500,314
2121.85,515.152,314
2121.85,530.303,314
2121.85,545.455,314
2121.85,560.606,314
2121.85,575.758,314
2121.85,590.909,314
2121.85,606.061,314
2121.85,621.212,314
2121.85,636.364,314
2121.85,651.515,314
2121.85,666.667,314
2121.85,681.818,314
2121.85,696.97,314
2121.85,712.121,314
2121.85,727.273,314
2121.85,742.424,314
2121.85,757.576,314
2121.85,772.727,314
2121.85,787.879,314
2121.85,803.03,314
2121.85,818.182,314
2121.85,833.333,314
2121.85,848.485,314
2121.85,863.636,314
2121.85,878.788,314
2121.85,893.939,314
2121.85,909.091,314
2121.85,924.242,314
2121.85,939.394,314
2121.85,954.545,314
2121.85,969.697,314
2121.85,984.848,314
2121.85,1000,306
2121.85,1015.15,306
2121.85,1030.3,306
2121.85,1045.45,306
2121.85,1060.61,306
2121.85,1075.76,306
2121.85,1090.91,306
2121.85,1106.06,306
2121.85,1121.21,306
2121.85,1136.36,306
2121.85,1151.52,306
2121.85,1166.67,306
2121.85,1181.82,306
2121.85,1196.97,306
2121.85,1212.12,306
2121.85,1227.27,306
2121.85,1242.42,306
2121.85,1257.58,306
2121.85,1272.73,306
2121.85,1287.88,306
2121.85,1303.03,306
2121.85,1318.18,306
2121.85,1333.33,306
2121.85,1348.48,306
2121.85,1363.64,306
2121.85,1378.79,306
2121.85,1393.94,306
2121.85,1409.09,306
2121.85,1424.24,306
2121.85,1439.39,306
2121.85,1454.55,306
2121.85,1469.7,306
2121.85,1484.85,306
2121.85,1500,306
2132.51,0,202
2132.51,15.1515,202
2132.51,30.303,202
2132.51,45.4545,202
2132.51,60.6061,202
2132.51,75.7576,202
2132.51,90.9091,202
2132.51,106.061,202
2132.51,121.212,202
2132.51,136.364,202
2132.51,151.515,202
2132.51,166.667,202
2132.51,181.818,202
2132.51,196.97,202
2132.51,212.121,202
2132.51,227.273,202
2132.51,242.424,202
2132.51,257.576,202
2132.51,272.727,202
2132.51,287.879,202
2132.51,303.03,202
2132.51,318.182,202
2132.51,333.333,202
2132.51,348.485,202
2132.51,363.636,202
2132.51,378.788,202
2132.51,393.939,202
2132.51,409.091,314
2132.51,424.242,314
2132.51,439.394,314
2132.51,454.545,314
2132.51,469.697,314
2132.51,484.848,314
2132.51,500,314
2132.51,515.152,314
2132.51,530.303,314
2132.51,545.455,314
2132.51,560.606,314
2132.51,575.758,314
2132.51,590.909,314
2132.51,606.061,314
2132.51,621.212,314
2132.51,636.364,314
2132.51,651.515,314
2132.51,666.667,314
2132.51,681.818,314
2132.51,696.97,314
2132.51,712.121,314
2132.51,727.273,314
2132.51,742.424,314
2132.51,757.576,314
2132.51,772.727,314
2132.51,787.879,314
2132.51,803.03,314
2132.51,818.182,314
2132.51,833.333,314
2132.51,848.485,314
2132.51,863.636,314
2132.51,878.788,314
2132.51,893.939,314
2132.51,909.091,314
2132.51,924.242,314
2132.51,939.394,314
2132.51,954.545,314
2132.51,969.697,314
2132.51,984.848,314
2132.51,1000,314
2132.51,1015.15,306
2132.51,1030.3,306
2132.51,1045.45,306
2132.51,1060.61,306
2132.51,1075.76,306
2132.51,1090.91,306
2132.51,1106.06,306
2132.51,1121.21,306
2132.51,1136.36,306
2132.51,1151.52,306
2132.51,1166.67,306
2132.51,1181.82,306
2132.51,1196.97,306
2132.51,1212.12,306
2132.51,1227.27,306
2132.51,1242.42,306
2132.51,1257.58,306
2132.51,1272.73,306
2132.51,1287.88,306
2132.51,1303.03,306
2132.51,1318.18,306
2132.51,1333.33,306
2132.51,1348.48,306
2132.51,1363.64,306
2132.51,1378.79,306
2132.51,1393.94,306
2132.51,1409.09,306
2132.51,1424.24,306
2132.51,1439.39,306
2132.51,1454.55,306
2132.51,1469.7,306
2132.51,1484.85,306
2132.51,1500,306
2143.17,0,202
2143.17,15.1515,202
2143.17,30.303,202
2143.17,45.4545,202
2143.17,60.6061,202
2143.17,75.7576,202
2143.17,90.9091,202
2143.17,106.061,202
2143.17,121.212,202
2143.17,136.364,202
2143.17,151.515,202
2143.17,166.667,202
2143.17,181.818,202
2143.17,196.97,202
2143.17,212.121,202
2143.17,227.273,202
2143.17,242.424,202
2143.17,257.576,202
2143.17,272.727,202
2143.17,287.879,202
2143.17,303.03,202
2143.17,318.182,202
2143.17,333.333,202
2143.17,348.485,202
2143.17,363.636,202
2143.17,378.788,202
2143.17,393.939,202
2143.17,409.091,202
2143.17,424.242,314
2143.17,439.394,314
2143.17,454.545,314
2143.17,469.697,314
2143.17,484.848,314
2143.17,500,314
2143.17,515.152,314
2143.17,530.303,314
2143.17,545.455,314
2143.17,560.606,314
2143.17,575.758,314
2143.17,590.909,314
2143.17,606.061,314
2143.17,621.212,314
2143.17,636.364,314
2143.17,651.515,314
2143.17,666.667,314
2143.17,681.818,314
2143.17,696.97,314
2143.17,712.121,314
2143.17,727.273,314
2143.17,742.424,314
2143.17,757.576,314
2143.17,772.727,314
2143.17,787.879,314
2143.17,803.03,314
2143.17,818.182,314
2143.17,833.333,314
2143.17,848.485,314
2143.17,863.636,314
2143.17,878.788,314
2143.17,893.939,314
2143.17,909.091,314
2143.17,924.242,314
2143.17,939.394,314
2143.17,954.545,314
2143.17,969.697,314
2143.17,984.848,314
2143.17,1000,314
2143.17,1015.15,314
2143.17,1030.3,306
2143.17,1045.45,306
2143.17,1060.61,306
2143.17,1075.76,306
2143.17,1090.91,306
2143.17,1106.06,306
2143.17,1121.21,306
2143.17,1136.36,306
2143.17,1151.52,306
2143.17,1166.67,306
2143.17,1181.82,306
2143.17,1196.97,306
2143.17,1212.12,306
2143.17,1227.27,306
2143.17,1242.42,306
2143.17,1257.58,306
2143.17,1272.73,306
2143.17,1287.88,306
2143.17,1303.03,306
2143.17,1318.18,306
2143.17,1333.33,306
2143.17,1348.48,306
2143.17,1363.64,306
2143.17,1378.79,306
2143.17,1393.94,306
2143.17,1409.09,306
2143.17,1424.24,306
2143.17,1439.39,306
2143.17,1454.55,306
2143.17,1469.7,306
2143.17,1484.85,306
2143.17,1500,306
2153.84,0,202
2153.84,15.1515,202
2153.84,30.303,202
2153.84,45.4545,202
2153.84,60.6061,202
2153.84,75.7576,202
2153.84,90.9091,202
2153.84,106.061,202
2153.84,121.212,202
2153.84,136.364,202
2153.84,151.515,202
2153.84,166.667,202
2153.84,181.818,202
2153.84,196.97,202
2153.84,212.121,202
2153.84,227.273,202
2153.84,242.424,202
2153.84,257.576,202
2153.84,272.727,202
2153.84,287.879,202
2153.84,303.03,202
2153.84,318.182,202
2153.84,333.333,202
2153.84,348.485,202
2153.84,363.636,202
2153.84,378.788,202
2153.84,393.939,202
2153.84,409.091,202
2153.84,424.242,202
2153.84,439.394,314
2153.84,454.545,314
2153.84,469.697,314
2153.84,484.848,314
2153.84,500,314
2153.84,515.152,314
2153.84,530.303,314
2153.84,545.455,314
2153.84,560.606,314
2153.84,575.758,314
