Ошибка прогнозирования,Время
0,17:1:9
0,17:1:24
0,17:1:40
0,17:1:55
0,17:2:10
0,17:2:25
0,17:2:40
0,17:2:56
0,17:3:11
0,17:3:26
0,17:3:41
0,17:3:57
0,17:4:12
0,17:4:27
0,17:4:43
0,17:4:58
0,17:5:14
0,17:5:30
0,17:5:45
0,17:6:1
0,17:6:16
0,17:6:32
0,17:6:48
0,17:7:4
0,17:7:19
0,17:7:35
0,17:7:51
0,17:8:7
0,17:8:22
0,17:8:38
0,17:8:54
0,17:9:10
0,17:9:26
0,17:9:42
0,17:9:57
0,17:10:13
0,17:10:29
0,17:10:45
0,17:11:1
0,17:11:17
0,17:11:33
0,17:11:49
0,17:12:5
0,17:12:21
0,17:12:36
0,17:12:52
0,17:13:8
0,17:13:24
0,17:13:40
0,17:13:56
0,17:14:12
0,17:14:28
0,17:14:44
0,17:14:59
0,17:15:15
0,17:15:31
0,17:15:48
0,17:16:4
0,17:16:20
0,17:16:36
0,17:16:52
0,17:17:8
0,17:17:25
0,17:17:41
0,17:17:58
0,17:18:14
0,17:18:31
0,17:18:47
0,17:19:4
0,17:19:21
0,17:19:38
0,17:19:54
0,17:20:11
0,17:20:28
0,17:20:46
0,17:21:3
0,17:21:20
0,17:21:37
0,17:21:54
0,17:22:11
0,17:22:28
0,17:22:45
0,17:23:2
0,17:23:19
0,17:23:36
0,17:23:53
0,17:24:10
0,17:24:27
0,17:24:44
0,17:25:1
0,17:25:18
0,17:25:34
0,17:25:51
0,17:26:8
0,17:26:25
0,17:26:42
0,17:26:59
0,17:27:15
0,17:27:32
0,17:27:50
0,17:28:7
0,17:28:24
0,17:28:41
0,17:28:58
0,17:29:15
0,17:29:32
0,17:29:49
0,17:30:6
0,17:30:23
0,17:30:40
0,17:30:57
0,17:31:14
0,17:31:31
0,17:31:48
0,17:32:5
0,17:32:23
0,17:32:40
0,17:32:57
0,17:33:14
0,17:33:31
0,17:33:49
0,17:34:6
0,17:34:23
0,17:34:40
0,17:34:57
0,17:35:15
0,17:35:32
0,17:35:49
0,17:36:6
0,17:36:23
0,17:36:40
0,17:36:57
0,17:37:14
0,17:37:31
0,17:37:48
0,17:38:5
0,17:38:22
0,17:38:39
0,17:38:56
0,17:39:14
0,17:39:31
0,17:39:48
0,17:40:5
0,17:40:23
0,17:40:40
0,17:40:57
0,17:41:15
0,17:41:32
0,17:41:49
0,17:42:6
0,17:42:23
0,17:42:41
0,17:42:58
0,17:43:15
0,17:43:33
0,17:43:50
0,17:44:7
0,17:44:25
0,17:44:42
0,17:44:59
0,17:45:16
0,17:45:34
0,17:45:51
0,17:46:8
0,17:46:25
0,17:46:43
0,17:47:0
0,17:47:17
0,17:47:34
0,17:47:52
0,17:48:9
0,17:48:26
0,17:48:43
0,17:49:1
0,17:49:18
0,17:49:35
0,17:49:53
0,17:50:10
0,17:50:28
0,17:50:46
0,17:51:3
0,17:51:21
0,17:51:38
0,17:51:56
0,17:52:13
0,17:52:30
0,17:52:48
0,17:53:5
0,17:53:23
0,17:53:40
0,17:53:57
0,17:54:15
0,17:54:32
0,17:54:50
0,17:55:7
0,17:55:25
0,17:55:42
0,17:55:59
0,17:56:16
0,17:56:33
0,17:56:50
0,17:57:8
0,17:57:25
0,17:57:42
0,17:57:59
0,17:58:16
0,17:58:33
0,17:58:50
0,17:59:8
0,17:59:25
0,17:59:42
0,17:59:59
0,18:0:16
0,18:0:34
0,18:0:51
0,18:1:8
0,18:1:25
0,18:1:43
0,18:2:0
0,18:2:17
0,18:2:35
0,18:2:52
0,18:3:9
0,18:3:26
0,18:3:43
0,18:4:0
0,18:4:17
0,18:4:34
0,18:4:51
0,18:5:8
0,18:5:25
0,18:5:42
0,18:5:59
0,18:6:16
0,18:6:33
0,18:6:50
0,18:7:7
0,18:7:23
0,18:7:40
0,18:7:57
0,18:8:13
0,18:8:30
0,18:8:47
0,18:9:4
0,18:9:21
0,18:9:38
0,18:9:55
0,18:10:12
0,18:10:29
0,18:10:46
0,18:11:3
0,18:11:20
0,18:11:37
0,18:11:54
0,18:12:11
0,18:12:28
0,18:12:45
0,18:13:2
0,18:13:19
0,18:13:36
0,18:13:53
0,18:14:10
0,18:14:27
0,18:14:44
0,18:15:2
0,18:15:19
0,18:15:36
0,18:15:52
0,18:16:9
0,18:16:26
0,18:16:43
0,18:16:59
0,18:17:16
0,18:17:32
0,18:17:49
0,18:18:6
0,18:18:23
0,18:18:39
0,18:18:56
0,18:19:13
0,18:19:29
0,18:19:46
0,18:20:2
0,18:20:19
0,18:20:36
0,18:20:53
0,18:21:9
0,18:21:26
0,18:21:43
0,18:22:0
0,18:22:16
0,18:22:33
0,18:22:50
0,18:23:6
0,18:23:23
0,18:23:40
0,18:23:57
0,18:24:13
0,18:24:30
0,18:24:47
0,18:25:3
0,18:25:20
0,18:25:36
0,18:25:53
0,18:26:9
0,18:26:26
0,18:26:42
0,18:26:59
0,18:27:15
0,18:27:32
0,18:27:48
0,18:28:5
0,18:28:21
0,18:28:38
0,18:28:55
0,18:29:11
0,18:29:28
0,18:29:45
0,18:30:1
0,18:30:18
0,18:30:34
0,18:30:51
0,18:31:7
0,18:31:24
0,18:31:40
0,18:31:57
0,18:32:14
0,18:32:30
0,18:32:47
0,18:33:3
0,18:33:19
0,18:33:36
0,18:33:52
0,18:34:8
0,18:34:25
0,18:34:41
0,18:34:57
0,18:35:13
0,18:35:29
0,18:35:45
0,18:36:1
0,18:36:17
0,18:36:33
0,18:36:49
0,18:37:5
0,18:37:21
0,18:37:37
0,18:37:53
0,18:38:9
0,18:38:25
0,18:38:41
0,18:38:58
0,18:39:14
0,18:39:30
0,18:39:46
0,18:40:2
0,18:40:18
0,18:40:34
0,18:40:50
0,18:41:6
0,18:41:22
0,18:41:38
0,18:41:54
0,18:42:10
0,18:42:26
0,18:42:43
0,18:42:59
0,18:43:15
0,18:43:31
0,18:43:47
0,18:44:3
0,18:44:19
0,18:44:35
0,18:44:51
0,18:45:7
0,18:45:22
0,18:45:38
0,18:45:54
0,18:46:10
0,18:46:26
0,18:46:41
0,18:46:57
0,18:47:13
0,18:47:29
0,18:47:45
0,18:48:0
0,18:48:16
0,18:48:32
0,18:48:47
0,18:49:3
0,18:49:18
0,18:49:34
0,18:49:50
0,18:50:5
0,18:50:21
0,18:50:37
0,18:50:52
0,18:51:8
0,18:51:23
0,18:51:39
0,18:51:55
0,18:52:10
0,18:52:26
0,18:52:41
0,18:52:57
0,18:53:12
0,18:53:28
0,18:53:43
0,18:53:59
0,18:54:14
0,18:54:30
0,18:54:46
0,18:55:1
0,18:55:17
0,18:55:32
0.0331355,18:55:47
0.0554918,18:56:3
0.0634011,18:56:18
0.0704273,18:56:34
0.0768348,18:56:50
0.0828838,18:57:5
0.088199,18:57:21
0.0929647,18:57:37
0.0969713,18:57:53
0.100184,18:58:9
0.103617,18:58:25
0.107912,18:58:41
0.112871,18:58:56
0.118524,18:59:12
0.0287394,18:59:28
0.147614,18:59:43
0.142044,18:59:59
0.136245,19:0:14
0.129309,19:0:30
0.1211,19:0:45
0.112005,19:1:0
0.10207,19:1:16
0.0924684,19:1:31
0.0824412,19:1:46
0.0718271,19:2:1
0.0607891,19:2:16
0.050273,19:2:32
0.0407164,19:2:47
0.0321247,19:3:2
0.0489441,19:3:17
0.30079,19:3:33
0.295217,19:3:48
0.290092,19:4:3
0.285123,19:4:18
0.280398,19:4:34
0,19:4:49
0.0161111,19:5:4
0.0201533,19:5:20
0.243109,19:5:35
0.264976,19:5:51
0.262196,19:6:6
0.257641,19:6:22
0.253137,19:6:37
0.248656,19:6:52
0.244977,19:7:8
0.242661,19:7:23
0.240818,19:7:38
0.239485,19:7:54
0.238051,19:8:9
0.236134,19:8:24
0.233711,19:8:40
0.230739,19:8:55
0.227214,19:9:11
0.223918,19:9:26
0.175164,19:9:41
0,19:9:57
0,19:10:12
0,19:10:27
0,19:10:43
0,19:10:58
0,19:11:14
0,19:11:29
0,19:11:45
0,19:12:0
0,19:12:16
0,19:12:31
0,19:12:47
0,19:13:2
0,19:13:18
0,19:13:33
0,19:13:49
0,19:14:4
0,19:14:20
0,19:14:35
0,19:14:51
0,19:15:6
0,19:15:22
0,19:15:37
0,19:15:53
0,19:16:8
0,19:16:24
0,19:16:39
0,19:16:54
0,19:17:10
0,19:17:25
0,19:17:41
0,19:17:56
0,19:18:11
0,19:18:27
0,19:18:42
0,19:18:58
0,19:19:13
0,19:19:29
0,19:19:44
0,19:20:0
0,19:20:16
0,19:20:31
0,19:20:47
0,19:21:2
0,19:21:18
0,19:21:34
0,19:21:50
0,19:22:5
0,19:22:21
0,19:22:37
0,19:22:52
0,19:23:8
0,19:23:23
0,19:23:39
0,19:23:55
0,19:24:10
0,19:24:26
0,19:24:41
0,19:24:57
0,19:25:12
0,19:25:28
0,19:25:44
0,19:25:59
0,19:26:15
0,19:26:30
0,19:26:45
0,19:27:1
0,19:27:16
0,19:27:32
0,19:27:47
0,19:28:3
0,19:28:18
0,19:28:34
0,19:28:49
0,19:29:5
0,19:29:20
0,19:29:36
0,19:29:51
0,19:30:7
0,19:30:22
0,19:30:38
0,19:30:54
0,19:31:9
0,19:31:25
0,19:31:40
0,19:31:56
0,19:32:12
0,19:32:27
0,19:32:43
0,19:32:59
0,19:33:14
0,19:33:30
0,19:33:45
0,19:34:1
0,19:34:17
0,19:34:32
0,19:34:48
0,19:35:4
0,19:35:19
0,19:35:35
0,19:35:50
0,19:36:6
0,19:36:22
0,19:36:37
0,19:36:53
0,19:37:9
0,19:37:24
0,19:37:40
0,19:37:56
0,19:38:12
0,19:38:28
0,19:38:44
0,19:39:0
0,19:39:16
0,19:39:31
0,19:39:47
0,19:40:3
0,19:40:19
0,19:40:35
0,19:40:51
0,19:41:7
0,19:41:23
0,19:41:39
0,19:41:55
0,19:42:11
0,19:42:27
0,19:42:42
0,19:42:58
0,19:43:14
0,19:43:30
0,19:43:46
0,19:44:2
0,19:44:19
0,19:44:35
0,19:44:51
0,19:45:7
0,19:45:23
0,19:45:40
0,19:45:56
0,19:46:12
0,19:46:29
0,19:46:45
0,19:47:1
0,19:47:17
0,19:47:34
0,19:47:50
0,19:48:6
0,19:48:23
0,19:48:39
0,19:48:56
0,19:49:12
0,19:49:28
0,19:49:45
0,19:50:1
0,19:50:17
0,19:50:33
0,19:50:49
0,19:51:5
0,19:51:21
0,19:51:37
0,19:51:54
0,19:52:10
0,19:52:26
0,19:52:42
0,19:52:59
0,19:53:15
0,19:53:32
0,19:53:48
0,19:54:4
0,19:54:21
0,19:54:37
0,19:54:54
0,19:55:11
0,19:55:27
0,19:55:44
0,19:56:1
0,19:56:18
0,19:56:34
0,19:56:51
0,19:57:8
0,19:57:24
0,19:57:41
0,19:57:58
0,19:58:15
0,19:58:31
0,19:58:48
0,19:59:4
0,19:59:21
0,19:59:37
0,19:59:54
0,20:0:10
0,20:0:27
0,20:0:43
0,20:0:59
0,20:1:15
0,20:1:31
0,20:1:48
0,20:2:4
0,20:2:20
0,20:2:36
0,20:2:53
0,20:3:9
0,20:3:25
0,20:3:41
0,20:3:58
0,20:4:14
0,20:4:31
0,20:4:48
0,20:5:4
0,20:5:21
0,20:5:38
0,20:5:55
0,20:6:13
0,20:6:30
0,20:6:47
0,20:7:4
0,20:7:21
0,20:7:37
0,20:7:54
0,20:8:11
0,20:8:27
0,20:8:44
0,20:9:0
0,20:9:17
0,20:9:33
0,20:9:49
0,20:10:5
0,20:10:22
0,20:10:38
0,20:10:54
0,20:11:10
0,20:11:27
0,20:11:43
0,20:11:59
0,20:12:16
0,20:12:32
0,20:12:48
0,20:13:5
0,20:13:21
0,20:13:38
0,20:13:54
0,20:14:11
0,20:14:27
0,20:14:44
0,20:15:1
0,20:15:17
0,20:15:34
0,20:15:51
0,20:16:8
0,20:16:24
0,20:16:41
0,20:16:58
0,20:17:14
0,20:17:31
0,20:17:47
0,20:18:4
0,20:18:20
0,20:18:36
0,20:18:53
0,20:19:9
0,20:19:26
0,20:19:42
0,20:19:59
0,20:20:15
0,20:20:32
0,20:20:48
0,20:21:5
0,20:21:21
0,20:21:37
0,20:21:54
0,20:22:10
0,20:22:26
0,20:22:42
0,20:22:58
0,20:23:15
0,20:23:31
0,20:23:47
0,20:24:3
0,20:24:19
0,20:24:36
0,20:24:52
0,20:25:8
0,20:25:24
0,20:25:40
0,20:25:56
0,20:26:13
0,20:26:29
0,20:26:45
0,20:27:2
0,20:27:18
0,20:27:35
0,20:27:52
0,20:28:8
0,20:28:25
0,20:28:42
0,20:28:58
0,20:29:15
0,20:29:31
0,20:29:48
0,20:30:4
0,20:30:21
0,20:30:37
0,20:30:53
0,20:31:10
0,20:31:26
0,20:31:42
0,20:31:58
0,20:32:15
0,20:32:31
0,20:32:47
0,20:33:3
0,20:33:20
0,20:33:36
0,20:33:52
0,20:34:8
0,20:34:24
0,20:34:41
0,20:34:57
0,20:35:13
0,20:35:29
0,20:35:45
0,20:36:2
0,20:36:18
0,20:36:34
0,20:36:50
0,20:37:7
0,20:37:23
0,20:37:39
0,20:37:56
0,20:38:12
0,20:38:29
0,20:38:45
0,20:39:2
0,20:39:18
0,20:39:34
0,20:39:51
0,20:40:7
0,20:40:24
0,20:40:40
0,20:40:57
0,20:41:13
0,20:41:30
0,20:41:46
0,20:42:3
0,20:42:19
0,20:42:35
0,20:42:51
0,20:43:7
0,20:43:24
0,20:43:40
0,20:43:56
0,20:44:12
0,20:44:28
0,20:44:44
0,20:45:0
0,20:45:16
0,20:45:32
0,20:45:48
0,20:46:4
0,20:46:20
0,20:46:36
0,20:46:52
0,20:47:8
0,20:47:24
0,20:47:40
0,20:47:57
0,20:48:13
0,20:48:29
0,20:48:45
0,20:49:2
0,20:49:18
0,20:49:35
0,20:49:51
0,20:50:8
0,20:50:24
0,20:50:41
0,20:50:57
0,20:51:13
0,20:51:30
0,20:51:46
0,20:52:2
0,20:52:18
0,20:52:34
0,20:52:50
0,20:53:6
0,20:53:22
0,20:53:38
0,20:53:54
0,20:54:10
0,20:54:26
0,20:54:41
0,20:54:57
0,20:55:13
0,20:55:29
0,20:55:45
0,20:56:1
0,20:56:17
0,20:56:33
0,20:56:49
0,20:57:5
0,20:57:21
0,20:57:37
0,20:57:53
0,20:58:9
0,20:58:26
0,20:58:42
0,20:58:58
0,20:59:14
0,20:59:30
0,20:59:47
0,21:0:3
0,21:0:19
0,21:0:36
0,21:0:52
0,21:1:8
0,21:1:24
0,21:1:40
0,21:1:56
0,21:2:12
0,21:2:27
0,21:2:43
0,21:2:59
0,21:3:15
0,21:3:31
0,21:3:47
0,21:4:2
0,21:4:18
0,21:4:34
0,21:4:50
0,21:5:5
0,21:5:21
0,21:5:37
0,21:5:52
0,21:6:8
0,21:6:24
0,21:6:39
0,21:6:55
0,21:7:11
0,21:7:26
0,21:7:42
0,21:7:58
0,21:8:14
0,21:8:30
0,21:8:45
0,21:9:1
0,21:9:17
0,21:9:33
0,21:9:49
0,21:10:5
0,21:10:21
0,21:10:37
0,21:10:53
0,21:11:9
0,21:11:25
0,21:11:41
0,21:11:56
0,21:12:12
0,21:12:28
0,21:12:44
0,21:13:0
0,21:13:16
0,21:13:32
0,21:13:47
0,21:14:3
0,21:14:19
0,21:14:35
0,21:14:50
0,21:15:6
0,21:15:22
0,21:15:37
0,21:15:53
0,21:16:8
0,21:16:24
0,21:16:39
0,21:16:54
0,21:17:10
0,21:17:25
0,21:17:41
0,21:17:56
0,21:18:12
0,21:18:27
0,21:18:42
0,21:18:58
0,21:19:13
0,21:19:29
0,21:19:44
0,21:20:0
0,21:20:16
0,21:20:31
0,21:20:47
0,21:21:3
0,21:21:18
0,21:21:34
0,21:21:49
0,21:22:5
0,21:22:21
0,21:22:36
0,21:22:52
0,21:23:8
0,21:23:23
0,21:23:39
0,21:23:55
0,21:24:10
0,21:24:26
0,21:24:41
0,21:24:57
0,21:25:12
0,21:25:28
0,21:25:44
0,21:25:59
0,21:26:15
0,21:26:30
0,21:26:45
0,21:27:1
0,21:27:16
0,21:27:32
0,21:27:47
0,21:28:2
0,21:28:18
0,21:28:33
0,21:28:48
0,21:29:4
0,21:29:19
0,21:29:35
0,21:29:50
0,21:30:5
0,21:30:21
0,21:30:36
0,21:30:51
0,21:31:6
0,21:31:22
0,21:31:37
0,21:31:52
0,21:32:7
0,21:32:22
0,21:32:38
0,21:32:53
0,21:33:8
0,21:33:23
0,21:33:38
0,21:33:53
0,21:34:8
0,21:34:24
0,21:34:39
0,21:34:54
0,21:35:10
0,21:35:25
0,21:35:40
0,21:35:56
0,21:36:11
0,21:36:26
0,21:36:41
0,21:36:57
0,21:37:12
0,21:37:27
0,21:37:42
0,21:37:58
0,21:38:13
0,21:38:28
0,21:38:43
0,21:38:59
0,21:39:14
0,21:39:29
0,21:39:44
0,21:40:0
0,21:40:15
0,21:40:31
0,21:40:46
0,21:41:1
0,21:41:17
0,21:41:32
0,21:41:48
0,21:42:3
0,21:42:19
0,21:42:34
0,21:42:50
0,21:43:5
0,21:43:20
0,21:43:36
0,21:43:51
0,21:44:6
0,21:44:22
0,21:44:37
0,21:44:52
0,21:45:7
0,21:45:22
0,21:45:37
0,21:45:52
0,21:46:8
0,21:46:23
0,21:46:38
0,21:46:53
0,21:47:8
0,21:47:23
0,21:47:38
0,21:47:53
0,21:48:8
0,21:48:23
0,21:48:38
0,21:48:53
0,21:49:9
0,21:49:24
0,21:49:39
0,21:49:55
0,21:50:10
0,21:50:25
0,21:50:41
0,21:50:56
0,21:51:11
0,21:51:27
0,21:51:42
0,21:51:57
0,21:52:13
0,21:52:28
0,21:52:44
0,21:52:59
0,21:53:14
0,21:53:30
0,21:53:45
0,21:54:0
0,21:54:16
0,21:54:31
0,21:54:46
0,21:55:2
0,21:55:17
0,21:55:33
0,21:55:48
0,21:56:3
0,21:56:19
0,21:56:34
0,21:56:50
0,21:57:5
0,21:57:21
0,21:57:36
0,21:57:52
0,21:58:7
0,21:58:23
0,21:58:39
0,21:58:54
0,21:59:10
0,21:59:25
0,21:59:40
0,21:59:56
0,22:0:11
0,22:0:27
0,22:0:42
0,22:0:58
0,22:1:13
0,22:1:28
0,22:1:44
0,22:1:59
0,22:2:15
0,22:2:30
0,22:2:45
0,22:3:1
0,22:3:16
0,22:3:31
0,22:3:47
0,22:4:2
0,22:4:17
0,22:4:32
0,22:4:48
0,22:5:3
0,22:5:18
0,22:5:34
0,22:5:49
0,22:6:4
0,22:6:20
0,22:6:35
0,22:6:50
0,22:7:6
0,22:7:21
0,22:7:37
0,22:7:52
0,22:8:8
0,22:8:23
0,22:8:38
0,22:8:54
0,22:9:9
0,22:9:24
0,22:9:40
0,22:9:55
0,22:10:10
0,22:10:26
0,22:10:41
0,22:10:56
0,22:11:12
0,22:11:27
0,22:11:42
0,22:11:58
0,22:12:13
0,22:12:28
0,22:12:44
0,22:12:59
0,22:13:15
0,22:13:30
0,22:13:46
0,22:14:1
0,22:14:16
0,22:14:32
0,22:14:47
0,22:15:3
0,22:15:18
0,22:15:34
0,22:15:49
0,22:16:5
0,22:16:20
0,22:16:36
0,22:16:52
0,22:17:7
0,22:17:23
0,22:17:39
0,22:17:55
0,22:18:11
0,22:18:27
0,22:18:43
0,22:18:59
0,22:19:15
0,22:19:31
0,22:19:47
0,22:20:4
0,22:20:20
0,22:20:36
0,22:20:53
0,22:21:9
0,22:21:25
0,22:21:41
0,22:21:58
0,22:22:14
0,22:22:30
0,22:22:46
0,22:23:3
0,22:23:19
0,22:23:35
0,22:23:51
0,22:24:7
0,22:24:23
0,22:24:39
0,22:24:55
0,22:25:11
0,22:25:27
0,22:25:43
0,22:25:58
0,22:26:14
0,22:26:30
0,22:26:45
0,22:27:1
0,22:27:17
0,22:27:32
0,22:27:48
0,22:28:4
0,22:28:20
0,22:28:36
0,22:28:51
0,22:29:7
0,22:29:23
0,22:29:39
0,22:29:55
0,22:30:11
0,22:30:27
0,22:30:44
0,22:31:0
0,22:31:16
0,22:31:32
0,22:31:49
0,22:32:5
0,22:32:21
0,22:32:37
0,22:32:53
0,22:33:10
0,22:33:26
0,22:33:42
0,22:33:58
0,22:34:14
0,22:34:30
0,22:34:46
0,22:35:2
0,22:35:18
0,22:35:34
0,22:35:50
0,22:36:6
0,22:36:22
0,22:36:38
0,22:36:54
0,22:37:10
0,22:37:26
0,22:37:42
0,22:37:58
0,22:38:14
0,22:38:29
0,22:38:45
0,22:39:1
0,22:39:16
0,22:39:32
0,22:39:48
0,22:40:4
0,22:40:20
0,22:40:36
0,22:40:52
0,22:41:8
0,22:41:24
0,22:41:39
0,22:41:55
0,22:42:11
0,22:42:27
0,22:42:43
0,22:42:59
0,22:43:15
0,22:43:31
0,22:43:47
0,22:44:3
0,22:44:19
0,22:44:35
0,22:44:51
0,22:45:7
0,22:45:23
0,22:45:39
0,22:45:55
0,22:46:10
0,22:46:26
0,22:46:42
0,22:46:58
0,22:47:14
0,22:47:30
0,22:47:45
0,22:48:1
0,22:48:17
0,22:48:33
0,22:48:48
0,22:49:4
0,22:49:20
0,22:49:36
0,22:49:52
0,22:50:8
0,22:50:23
0,22:50:39
0,22:50:55
0,22:51:11
0,22:51:27
0,22:51:43
0,22:51:59
0,22:52:15
0,22:52:32
0,22:52:48
0,22:53:4
0,22:53:20
0,22:53:37
0,22:53:53
0,22:54:9
0,22:54:25
0,22:54:41
0,22:54:57
0,22:55:14
0,22:55:30
0,22:55:46
0,22:56:2
0,22:56:18
0,22:56:35
0,22:56:51
0,22:57:7
0,22:57:23
0,22:57:39
0,22:57:55
0,22:58:11
0,22:58:27
0,22:58:42
0,22:58:58
0,22:59:14
0,22:59:30
0,22:59:46
0,23:0:2
0,23:0:18
0,23:0:34
0,23:0:50
0,23:1:6
0,23:1:22
0,23:1:38
0,23:1:54
0,23:2:9
0,23:2:25
0,23:2:41
0,23:2:57
0,23:3:13
0,23:3:29
0,23:3:45
0,23:4:1
0,23:4:17
0,23:4:32
0,23:4:48
0,23:5:4
0,23:5:20
0,23:5:36
0,23:5:52
0,23:6:8
0,23:6:24
0,23:6:40
0,23:6:56
0,23:7:12
0,23:7:28
0,23:7:44
0,23:8:0
0,23:8:16
0,23:8:32
0,23:8:48
0,23:9:4
0,23:9:20
0,23:9:36
0,23:9:52
0,23:10:8
0,23:10:24
0,23:10:40
0,23:10:56
0,23:11:12
0,23:11:29
0,23:11:45
0,23:12:1
0,23:12:17
0,23:12:33
0,23:12:49
0,23:13:5
0,23:13:21
0,23:13:37
0,23:13:52
0,23:14:8
0,23:14:24
0,23:14:40
0,23:14:56
0,23:15:12
0,23:15:28
0,23:15:44
0,23:16:0
0,23:16:16
0,23:16:32
0,23:16:47
0,23:17:3
0,23:17:19
0,23:17:35
0,23:17:51
0,23:18:6
0,23:18:22
0,23:18:38
0,23:18:54
0,23:19:9
0,23:19:25
0,23:19:41
0,23:19:57
0,23:20:12
0,23:20:28
0,23:20:44
0,23:20:59
0,23:21:15
0,23:21:31
0,23:21:47
0,23:22:3
0,23:22:18
0,23:22:34
0,23:22:50
0,23:23:5
0,23:23:21
0,23:23:37
0,23:23:53
0,23:24:9
0,23:24:25
0,23:24:40
0,23:24:56
0,23:25:12
0,23:25:28
0,23:25:44
0,23:25:59
0,23:26:15
0,23:26:31
0,23:26:47
0,23:27:3
0,23:27:19
0,23:27:35
0,23:27:51
0,23:28:7
0,23:28:23
0,23:28:39
0,23:28:55
0,23:29:11
0,23:29:27
0,23:29:43
0,23:29:58
0,23:30:14
0,23:30:30
0,23:30:45
0,23:31:1
0,23:31:17
0,23:31:33
0,23:31:48
0,23:32:4
0,23:32:20
0,23:32:35
0,23:32:51
0,23:33:7
0,23:33:22
0,23:33:38
0,23:33:54
0,23:34:10
0,23:34:25
0,23:34:41
0,23:34:57
0,23:35:13
0,23:35:28
0,23:35:44
0,23:36:0
0,23:36:15
0,23:36:31
0,23:36:47
0,23:37:2
0,23:37:18
0,23:37:34
0,23:37:49
0,23:38:5
0,23:38:21
0,23:38:36
0,23:38:52
0,23:39:7
0,23:39:23
0,23:39:39
0,23:39:54
0,23:40:10
0,23:40:26
0,23:40:41
0,23:40:57
0,23:41:12
0,23:41:28
0,23:41:44
0,23:41:59
0,23:42:15
0,23:42:30
0,23:42:46
0,23:43:2
0,23:43:17
0,23:43:33
0,23:43:48
0,23:44:4
0,23:44:19
0,23:44:35
0,23:44:50
0,23:45:6
0,23:45:21
0,23:45:37
0,23:45:52
0,23:46:7
0,23:46:23
0,23:46:38
0,23:46:54
0,23:47:9
0,23:47:25
0,23:47:40
0,23:47:56
0,23:48:11
0,23:48:27
0,23:48:42
0,23:48:58
0,23:49:13
0,23:49:29
0,23:49:44
0,23:49:59
0,23:50:15
0,23:50:30
0,23:50:46
0,23:51:1
0,23:51:17
0,23:51:32
0,23:51:48
0,23:52:3
0,23:52:19
0,23:52:34
0,23:52:50
0,23:53:5
0,23:53:21
0,23:53:37
0,23:53:52
0,23:54:8
0,23:54:24
0,23:54:39
0,23:54:55
0,23:55:11
0,23:55:26
0,23:55:42
0,23:55:58
0,23:56:14
0,23:56:30
0,23:56:45
0,23:57:1
0,23:57:17
0,23:57:33
0,23:57:49
0,23:58:4
0,23:58:20
0,23:58:36
0,23:58:51
0,23:59:7
