Интерполированный объемный расход
161.039
161.238
161.436
161.635
161.833
162.031
162.108
162.069
162.031
161.993
161.955
161.918
162.115
162.312
162.508
162.705
162.901
163.096
163.291
163.486
163.681
163.875
164.069
164.083
164.083
164.083
164.083
164.083
164
163.769
163.537
163.304
163.071
162.838
162.791
162.791
162.791
162.791
162.791
162.781
162.743
162.705
162.667
162.629
162.591
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.581
162.31
161.842
161.373
160.902
160.43
159.914
158.964
158.009
157.048
156.081
155.108
154.484
153.992
153.499
153.005
152.508
152.134
151.885
151.635
151.384
151.134
151.053
151.304
151.555
151.806
152.056
152.298
152.509
152.72
152.931
153.141
153.351
153.846
154.338
154.83
155.32
155.808
156.111
156.354
156.597
156.839
157.08
157.322
157.563
157.803
158.044
158.284
158.505
158.505
158.505
158.505
158.505
158.505
158.176
157.696
157.216
156.733
156.249
155.846
155.603
155.359
155.115
154.87
154.531
152.568
150.58
148.565
146.524
144.453
144.33
144.33
144.33
144.33
144.33
144.33
144.33
144.33
144.33
144.33
144.33
144.33
144.33
144.33
144.271
144.008
143.745
143.481
143.217
142.952
142.687
142.421
142.155
141.888
141.621
141.353
141.085
140.816
140.547
140.651
140.92
141.189
141.458
141.726
141.753
141.753
141.753
141.753
141.753
141.753
141.753
141.753
141.753
141.682
141.414
141.146
140.877
140.608
139.46
137.285
135.076
132.83
130.547
129.672
129.087
128.499
127.909
127.708
128.005
128.301
128.596
128.891
129.185
129.479
129.772
130.064
130.757
131.627
132.491
133.35
134.203
135.05
135.893
136.73
137.562
138.221
138.77
139.316
139.861
140.403
140.943
141.481
142.017
142.551
143.041
143.041
143.041
143.041
143.041
143.099
143.364
143.628
143.892
144.156
144.152
143.626
143.098
142.568
142.036
141.502
140.967
140.429
139.889
139.346
138.989
138.716
138.443
138.169
137.894
135.749
133.514
131.242
128.931
127.452
127.155
126.857
126.558
126.289
126.289
126.289
126.289
126.289
127.017
127.913
128.802
129.685
130.427
131.008
131.587
132.163
132.734
133.02
133.305
133.59
133.873
134.021
134.021
134.021
134.021
134.021
133.759
133.475
133.191
132.907
132.621
132.335
132.049
131.762
131.474
131.185
130.896
130.607
130.316
130.413
130.994
131.573
132.15
132.723
132.169
131.595
131.019
130.44
130.155
130.155
130.155
130.155
130.13
129.839
129.547
129.254
128.961
128.866
128.866
128.866
128.866
128.866
128.866
128.866
128.866
128.866
128.596
128.301
128.006
127.709
127.742
128.039
128.335
128.631
128.925
129.219
129.513
129.806
130.098
130.389
130.68
130.97
131.26
131.338
131.049
130.76
130.47
130.18
129.888
129.596
129.304
129.011
128.418
127.532
126.64
125.742
125.163
126.071
126.974
127.87
128.759
129.125
129.418
129.711
130.004
130.295
130.586
130.877
131.166
131.443
131.443
131.443
131.443
131.443
131.277
130.989
130.699
130.409
130.082
129.499
128.913
128.325
127.734
127.14
126.544
125.945
125.343
125.525
126.733
127.93
129.115
130.155
130.155
130.155
130.155
130.155
130.76
131.63
132.494
133.353
134.082
134.365
134.647
134.929
135.21
135.49
135.77
136.049
136.328
136.606
136.884
137.161
137.437
137.713
137.785
137.51
137.234
136.958
136.681
136.403
136.125
135.847
135.568
135.309
135.309
135.309
135.309
135.309
135.443
135.723
136.002
136.281
136.559
136.837
137.114
137.391
137.667
137.997
138.547
139.094
139.639
140.183
140.464
140.464
140.464
140.464
140.464
140.464
140.464
140.464
140.464
140.464
141.219
142.025
142.826
143.622
144.358
144.621
144.883
145.145
145.406
145.667
145.927
146.187
146.446
146.705
146.963
147.221
147.479
147.736
147.993
148.143
147.887
147.631
147.374
147.116
146.956
147.214
147.471
147.728
147.985
148.196
148.196
148.196
148.196
148.196
148.16
147.904
147.648
147.391
147.133
146.939
147.197
147.454
147.711
147.968
148.196
148.196
148.196
148.196
148.196
148.234
148.746
149.255
149.764
150.27
150.774
151.025
151.276
151.527
151.777
152.027
152.276
152.525
152.774
153.022
153.27
153.351
153.351
153.351
153.351
153.351
153.351
153.351
153.351
153.351
153.351
153.413
153.66
153.907
154.153
154.399
154.639
154.639
154.639
154.639
154.639
154.639
155.015
155.504
155.992
156.478
156.962
157.216
157.216
157.216
157.216
157.216
157.28
157.762
158.243
158.722
159.2
159.676
159.615
159.378
159.14
158.902
158.663
158.586
158.825
159.064
159.303
159.541
159.778
159.794
159.794
159.794
159.794
159.794
159.913
160.15
160.387
160.624
160.86
161.07
160.834
160.598
160.362
160.126
159.889
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.794
159.797
160.034
160.271
160.508
160.744
160.98
161.082
161.082
161.082
161.082
161.082
161.103
161.339
161.574
161.808
162.043
162.277
162.232
161.998
161.764
161.53
161.295
161.082
161.082
161.082
161.082
161.082
161.082
161.082
161.082
161.082
161.082
161.082
161.048
160.812
160.577
160.341
160.104
159.867
159.63
159.393
159.155
158.916
158.678
158.505
158.505
158.505
158.505
158.505
158.505
158.079
157.6
157.119
156.636
156.152
156.059
156.302
156.544
156.786
157.028
157.163
156.922
156.68
156.438
156.196
155.953
155.928
155.928
155.928
155.928
155.928
155.928
155.928
155.928
155.928
155.928
155.856
155.612
155.369
155.125
154.88
154.643
154.888
155.133
155.377
155.621
155.865
156.108
156.351
156.594
156.836
157.077
157.216
157.216
157.216
157.216
157.216
157.216
157.216
157.216
157.216
157.216
157.216
157.039
156.797
156.555
156.313
156.071
155.928
155.928
155.928
155.928
155.928
155.9
155.657
155.414
155.17
154.925
154.681
154.232
153.74
153.247
